overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
5.0,,False,"03 14, 2015",A2B9KYGU67UPTI,038538369X,{'Format:': ' Board book'},d.bailey,"<a href=""http://0c6dfyv6-hu5m-am653gwmfmcr.hop.clickbank.net/"" target=""_top"">Click Here!</a>",potty training,1426291200,
4.0,,True,"03 13, 2015",A1SXQHBHMEWF7B,038538369X,{'Format:': ' Board book'},Lissette,He loves Elmo and so he enjoyed this book but he surely did not get the erg to you the potty like Elmo.,He loves Elmo and so he enjoyed this book but he surely did not get the ...,1426204800,
5.0,,True,"03 11, 2015",A33SG7RWRSTKEX,038538369X,{'Format:': ' Board book'},k lee,My 18 month old loves this book.  I find it annoying.  He enjoys ripping off the flaps too.  The writing is awkward.  But the illustrations are cute.,Kid loves it - me not so much.,1426032000,
4.0,,True,"03 11, 2015",A1NBEDC4GQHZUW,038538369X,{'Format:': ' Board book'},Chris Ng,There are alot of flips for my cousin (1yr old toddler) to flip about. However he is not very interested in the colorful pages though...,There are alot of flips for my cousin (1yr old ...,1426032000,
5.0,,True,"03 6, 2015",AIP7X9PXRM3KY,038538369X,{'Format:': ' Board book'},Michael N. Capabianco,Good book. My 22 month old loves it. We read it all the time,22 month old won't put it down,1425600000,
4.0,,True,"03 4, 2015",ABCURC7EFS3AM,038538369X,{'Format:': ' Board book'},Stephanie,I got this book for my young toddler that has been potty training! Its a cute book that talks about Elmo help show his cousin how to use the potty!! There are many many flaps on each page that my two year old doesnt even know there is one some of the time!! Cute book!!,good book,1425427200,
4.0,,True,"03 4, 2015",A9F10PFDPUMYY,038538369X,{'Format:': ' Board book'},nickademusss,My 18 month enjoys the flaps and loved Elmo so this was perfect.,Four Stars,1425427200,
5.0,,True,"02 28, 2015",A330NL0PTEYBWN,038538369X,{'Format:': ' Board book'},Orangewren,Keeps my 2 year old sitting on the potty for awhile with all these flaps.  Must have potty book!,great book to keep toddler on toilet,1425081600,
4.0,,True,"02 25, 2015",A3RYI9HI2XP8RF,038538369X,{'Format:': ' Board book'},KELLY ,"This book is so cute! My 18 month old loves it :)
Only reason I took away a star, is that some of the flip tabs are very small and hard for her to flip open. Otherwise, it's great",This book is so cute! My 18 month old ...,1424822400,
2.0,,True,"02 24, 2015",A1FW0MMMBB83HD,038538369X,{'Format:': ' Board book'},El Lynch,So I guess I didn't read the description properly enough but this is also a puzzle which is perfect for older kids. My 20month old wants to destroy it and of course the pieces will go missing and thats it. She loves Elmo though and its a very sturdy book - perfect for potty time.,... enough but this is also a puzzle which is perfect for older kids,1424736000,
5.0,,True,"02 24, 2015",A3I0L84GTHZEPF,038538369X,{'Format:': ' Board book'},Lindy Munday,Grandson loves the flaps,Five Stars,1424736000,
5.0,,True,"02 19, 2015",A2AAEQEKOV6OY5,038538369X,{'Format:': ' Board book'},DayLil,Kids love this book,Very kid friendly,1424304000,
4.0,,True,"02 18, 2015",AKOL2M99ROO0R,038538369X,{'Format:': ' Board book'},D. Ewing,My granddaughter really likes this book.,Four Stars,1424217600,
2.0,61,True,"02 17, 2015",A2GSB24WIVECWQ,038538369X,{'Format:': ' Board book'},A reviewer,"The story is terrible and boring, but the pages have flip up tabs which my kid loves.  Read it with an Arnold Schwartzenagger voice and that makes it better.","Meh, kid likes it",1424131200,
2.0,,True,"02 16, 2015",A3LXWK90BCJV5Y,038538369X,{'Format:': ' Board book'},Peg,"It was a big disappointment.  The popups are chintzy and will not hold up to a toddler, the story is boring.  It is colorful, but that's the only positive I can think of.",It was a big disappointment. The popups are chintzy and will not hold ...,1424044800,
5.0,,True,"02 14, 2015",A5A4WA6TYX9Z4,038538369X,{'Format:': ' Board book'},732missmaya,,,1423872000,
5.0,,True,"02 12, 2015",ANZCH9LMWH6RZ,038538369X,{'Format:': ' Board book'},BayAreaChris,Cute book,Five Stars,1423699200,
5.0,,True,"02 9, 2015",A29C9KP4IFRQ6Y,038538369X,{'Format:': ' Board book'},kim cootner,Baby loves it.,Five Stars,1423440000,
5.0,,True,"02 3, 2015",A2WM9CCVHGPKV,038538369X,{'Format:': ' Board book'},Teri Benner,"My 2 year old loves this book.  It has a lot of flaps on each page, so it keeps her interested.",Great book!,1422921600,
5.0,,True,"01 28, 2015",A33T5WYF8YRGDH,038538369X,{'Format:': ' Board book'},Autumn,Item just as described.,Five Stars,1422403200,
5.0,,False,"01 24, 2015",A35LI13X3YVEED,038538369X,{'Format:': ' Board book'},B. Martin,"Prior to buying this book, I had not read the description advising it is a open-flap book. It was an excellent surprise to see it had the fun open-flaps! My daughter immediately took the book and began 'reading' and playing with it! We are about to start potty training, so introducing books on the subject is something we are doing to make it more fun. This book is adorable and will hold your little ones attention.",Five Stars!,1422057600,
4.0,,True,"01 21, 2015",A2IVT55UTPW383,038538369X,{'Format:': ' Board book'},Naomi,"This is a cute little book. It doesn't talk as much about using the potty as I thought it would, but one page does give a description of the sequence of steps to follow when going to the bathroom. The story line is Elmo's two cousins come to his house. One is a baby still in diapers, the other is in training pants learning to use the child's potty. On one page Elmo tells his cousin Albie how to use the potty (wipe, flush, wash hands). Albie chooses not to go and then has an accident later when they are playing. Elmo's mother tells Albie that Elmo had accidents, too. Then Albie uses his potty. My child loves the flip ups, although many of them are very small and harder to lift if a child's fine motor skills aren't good. A couple of the flip up pages don't even change. On most flaps, there is a new picture. Example: You lift up the cover on the toy box and see the toys inside. However, one example is a lamp; you flip up the flap and it is just another picture of the lamp. My child is engaged and can get useful information from it, so works for me!",although many of them are very small and harder to lift if a child's fine motor skills aren't good,1421798400,
4.0,,True,"01 19, 2015",A3RAVV5QR8THMA,038538369X,{'Format:': ' Board book'},a,"UPDATE: I had to write an update to my review. After several days, our toddler started liking this book. She likes to look through it  several times a day. She lifts the flaps, and points out different objects in the pictures. Now she turns to the last page where Elmo's friend's going potty. So oversll, I'm happy I got this book even though I still think it's not the most helpful potty training aid.

Original review: I was a bit disappointed in this book. We are potty training our 14 month old, and this book seems to be fit for older toddlers. The flaps are very dainty and too small. The story is not as engaging as some other potty-training books. Our toddler likes Elmo a lot, but she is not very interested in this book. Elmo uses the toilet, not the potty. His little friend uses the potty, but only on the last page. The potty is also a very small object and is not very emphasized visually.",Pretty good Elmo book,1421625600,
5.0,,True,"01 15, 2015",A3PQBH40MFVCZ,038538369X,{'Format:': ' Board book'},ninenine,"My 2 year old loves this book. She likes to open a,l the flaps while I read it to her. The pictures are really cute.  This is a nice addition to our collection of potty books.",Adorable book,1421280000,
5.0,,True,"01 9, 2015",A7HW8PUSSMIR7,038538369X,{'Format:': ' Board book'},Mrm1315,cute book,good for kids,1420761600,
3.0,,True,"01 3, 2015",A3QWEF7VWYUL1D,038538369X,{'Format:': ' Board book'},Andrew Reed Murray,"The flip out in the book is awesome it adds fun to the experience of potty training my kid, just keeping the flip outs shut after I open them can be tricky but not impossible!",The flip out in the book is awesome it adds fun to the experience of potty training ...,1420243200,
5.0,,True,"12 31, 2014",A942TW9ORMLXZ,038538369X,{'Format:': ' Board book'},Wildfirekoc,Very nice book for potty training.,Five Stars,1419984000,
5.0,,True,"12 27, 2014",ANHVXWYCDN6WZ,038538369X,{'Format:': ' Board book'},Christina Lopez,dont think it will help potty train her but at least encourages her to hopefully try a little HARDER lol wish me luck,dont think it will help potty train her but at ...,1419638400,
5.0,,False,"12 25, 2014",A2GCC5YRF2JR4P,038538369X,{'Format:': ' Board book'},Priscilla,loves it,Five Stars,1419465600,
5.0,,True,"12 21, 2014",A2WMUN0BHBRZ8V,038538369X,{'Format:': ' Board book'},JEick,"Adorable story and illustrations, with just the right amount of text per page to keep my little one interested and entertained -- I would recommend this to anyone looking for a cute ""potty time"" book. Our tiny tot loves this book -- kinda wish the pages were a bit thicker/better quality, as this one has not held up particularly well to our toddler's destructive moments. Everything is in tact, but he has successfully ripped the colorful/illustrated top layer from a couple pages.",Adorable story and illustrations,1419120000,
5.0,,True,"12 18, 2014",A3VI49WPVQ2ZTS,038538369X,{'Format:': ' Board book'},Lisa,We love this book! My 21/2 year old asks to read it every night. He especially likes yo lift the flaps. We aren't training yet but this book is getting him interested!,Getting ready for potty training.,1418860800,
5.0,,False,"12 10, 2014",AZRYF92LS74FS,038538369X,{'Format:': ' Board book'},OZZY,love it for a gift,Five Stars,1418169600,
5.0,,True,"12 4, 2014",ADRMCX3F82CR7,038538369X,{'Format:': ' Board book'},T. Moum,Toddler LOVES this book!  Definitely a winner!  And the flaps are so great (and sturdy!),Very Entertaining Potty Book for my Toddler,1417651200,
5.0,,True,"12 4, 2014",A2TT9NFQ66FNF0,038538369X,{'Format:': ' Board book'},Jennifer L.,My daughter can't get enough of this book! She looks at this book every time she uses the potty. Best book for helping a child learn to use the potty. She has told me a lot more that she needs to use the bathroom since she got this book.,Great book for learning about the potty.,1417651200,
3.0,,True,"12 3, 2014",A9HJBBJ64DTQ,038538369X,{'Format:': ' Board book'},Corenaccio,"most of the pop ups are pointless. seems like they added half of them in just to say they had more, but they aren't too fun.","not really what I was expecting, but my baby enjoys it",1417564800,
5.0,,True,"12 1, 2014",A2ANR26BTF5QPF,038538369X,{'Format:': ' Board book'},jamie,"My son hates the potty, but loves this book. It's very fun for him. Now if only he wasn't so stuborn about using the potty.",Great book!,1417392000,
5.0,,True,"11 30, 2014",A1VG6V4KD36FOH,038538369X,{'Format:': ' Board book'},Gee,Great book...grand daughter loves Elmo and and all of Sesame Street...now to see if it works...,Potty Time is Here,1417305600,
5.0,,False,"11 25, 2014",A1MWMU2HVNLEXO,038538369X,{'Format:': ' Board book'},Michele L,"cute little book with flip-ups.  granddaughter is using it while ""sitting"" on the potty waiting for things to happen.",cute,1416873600,
5.0,,True,"11 24, 2014",A37U5TRGO2F3LX,038538369X,{'Format:': ' Board book'},Diamends,"We are currently potty training and this book is becoming very helpful. He now wants to potty like Elmo. Nice addition, I didn't realize it was a flap book until I received.",He now wants to potty like Elmo. Nice addition,1416787200,
5.0,,True,"11 6, 2014",A1RYXX72JAGLYO,038538369X,{'Format:': ' Board book'},Little Bear,Great book.  Lots of cute pop-up pictures.,Great book. Lots of cute pop-up pictures,1415232000,
5.0,,True,"11 2, 2014",A1DR117AVMQIEZ,038538369X,{'Format:': ' Board book'},SuzieV,Perfect book to read to my grandbaby as she's trying to learn how to use the potty chair.,Perfect book for potty training,1414886400,
5.0,,True,"11 1, 2014",A2561A5IS96JNY,038538369X,{'Format:': ' Board book'},starryeyed,potty training a toddler is no easy task ... we try to read as much as possible. this book is colorful and he loves it,great book,1414800000,
5.0,,True,"11 1, 2014",A317OBB80E6N9U,038538369X,{'Format:': ' Board book'},Greek Chic,"I just love this book!  We saw it in Barnes and Noble for three times the price and naturally, as Amazon is always good for, I found it much less here.  My son loves this book.  It has about 5 pop-ups on every page!  It's full of color and has a lot of background going-on's so you can really pick out at least 20 things on each page to talk about.  I just love this book, it's perfect for any Elmo fan!",GET THIS BOOK!  It's ADORABLE,1414800000,
4.0,,False,"10 21, 2014",A1OJH0J0G9XVV3,038538369X,{'Format:': ' Board book'},Adriana Newby,"Love the quality and it is not so small book, very nice drawings and it makes interesting for kids to discover what is under the flaps. It has many flaps!!",Love it,1413849600,
5.0,,True,"10 19, 2014",A2UQWWF0Y684Q5,038538369X,{'Format:': ' Board book'},Cynthia,Good value.,Nice little book,1413676800,
5.0,,True,"10 19, 2014",A2D82NQ8Q2UXVS,038538369X,{'Format:': ' Board book'},Rachel Hastilow,All the flaps to lift kept my son entertained while sitting on the potty.,Five Stars,1413676800,
3.0,,True,"10 17, 2014",AC8A09ABACUB2,038538369X,{'Format:': ' Board book'},Jacqueline W. Teachey,"Very cute book, but the flaps don't flip open easily. It drives my toddler crazy. She loves the story and pictures, though.",Nice but doesn't work as it should.,1413504000,
5.0,,True,"10 11, 2014",A26X1N0FW8TFEH,038538369X,{'Format:': ' Board book'},Julie B.,"Good potty training book if your child likes Elmo. Elmo is already potty trained and is helping his cousin, which shows good role modeling for the kids.",Good potty training book if your child likes Elmo,1412985600,
5.0,,True,"10 10, 2014",A29FYXMHHZF2RK,038538369X,{'Format:': ' Board book'},F.S,"As he is potty training, this book is fun fun, fun fun","this book is fun fun, fun",1412899200,
4.0,,True,"10 6, 2014",A2PA6CDFIATQ5M,038538369X,{'Format:': ' Board book'},chw,Bought to help in the next development stage for my GGD.  She adores Elmo and we thought this would assist in the training to help explain what was happening. VG text and illustrations but the flaps are subject to wear and tear.. Fair pricing and timely delivery.,Elmo Knows All,1412553600,
5.0,,True,"10 3, 2014",A39UFT3VFWGBUX,038538369X,{'Format:': ' Board book'},MetJet,"My 2 1/2 daughter loves this book. Though we had already gone through potty training, it solidifies the idea...and, well, if Elmo uses the potty then everyone can! There are about a billion flaps to open. Highly recommended.",Great Help for Potty Training and Beyond,1412294400,
5.0,,True,"09 30, 2014",A3OG0XLRBQKEZT,038538369X,{'Format:': ' Board book'},StaciV,Very cute book with Lots of different things hiding behind lots of different tabs.  My two year old grandson loves it.,Very cute book with Lots of different things hiding behind ...,1412035200,
2.0,14,False,"09 21, 2014",A2J3BQPWMR48VD,038538369X,{'Format:': ' Board book'},MN Pony,"paid $3.61
not what I expected, felt like book addressed potty training as a secondary theme and focused on the flip/lift taps.
with an affordable price this book is entertaining enough with lots of elmo and flip ups but hasn't held my toddlers attention for potty training purposes.",felt like book addressed potty training as a secondary theme and ...,1411257600,
5.0,58,False,"08 26, 2015",AJJ7OJY52EADB,0385376715,{'Format:': ' Hardcover'},Laura L. Harrison,I truly love The Wonderful Things You Will Be. It is unlike all the other affirmation books available to children. The wonderful messages are given in a warm. loving and gentle way. A lovely book to read anytime but especially at bedtime. The illustrations are simply glorious. This is a must have picture book.,Unique and Joyful,1440547200,
5.0,562,True,"08 25, 2015",AENLX45C3VTY2,0385376715,{'Format:': ' Hardcover'},M.Brock,"I loved this book!!  It is beautifully written and illustrated.  The story is sweet and simple and easy to read.  I also own this author's other books ""Dream Animals"" and ""Day Dreamers"" and I like this third book MORE than the first two.  I think that this would be the perfect book to give as a gift for a baby shower or a first (or second/third) birthday gift.  My son is 5 and he loved it.  After reading it we talked about all of the things he wanted to be when he grows up.  One awesome thing I noticed in this book is how gender neutral it is.  There are both boys and girls depicted in the book, but it is a boy having the tea party, a boy using the sewing machine, a girl on the tree swing, and a girl as a superhero.  I love how the author didn't stick to awful stereotypes of boys being super heroes and girls being princesses.  This is one of the first children's books I've ever seen that shows the REALITY of little kids....that boys and girls do all sorts of similar things.  You will NOT be disappointed with this book.  Highly recommend!",Beautiful book for boys and girls....highly recommend!,1440460800,
5.0,,True,"04 30, 2018",A1AB6D301MOTM0,0385376715,{'Format:': ' Hardcover'},Lynn G.,"I purchased this book, The wonderful Things You Will Be is an awesome book.  It is a hard cover and one of the best ever children's books.  I have purchased it several times as gifts for little ones.  there are plenty of wonderful self-affirming positive messages for young ones to be able to absorb.  In the day of so much negative and wrong messages in the world for children today, this is refreshing to have them repeat and hear positive messages.  .I love how the book is illustrated with great art work that is absolutely gorgeous.  Soothing & rhyming..  Delightful details and lively scenes.  this stunning book makes a great baby shower gift.  retro -- nostalgic -- sweet style.
EXCEEDED EXPECTATION & HIGHLY RECOMMEND",GREAT BABY--  BOOK RETRO SWEET STYLE,1525046400,
5.0,,True,"04 25, 2018",AR2LE8W03PVT,0385376715,{'Format:': ' Hardcover'},Betty T.,As wonderful as the title!,Five Stars,1524614400,
5.0,,True,"04 23, 2018",A220Z4FVPDIDZK,0385376715,{'Format:': ' Hardcover'},Maria Wishart,"wonderful book. Great gift for baby showers, new arrivals, small children you love.",Five Stars,1524441600,
5.0,,True,"04 20, 2018",A30HN2SE5HLOAY,0385376715,{'Format:': ' Hardcover'},Angela Church,My 8 year old son loves this book. I read it every night. Very well written and he loves adding ideas.,Wonderful written and illustrated book for kids :) Great gift!,1524182400,
5.0,,True,"04 20, 2018",A2RDN7U5WGUO4Z,0385376715,{'Format:': ' Hardcover'},CBaker,Very cute book for my grandsons first birthday.  Sweet story.,Cute book,1524182400,
5.0,,True,"04 17, 2018",A3K29LKFLIL985,0385376715,{'Format:': ' Hardcover'},Amazon Customer,Terrific book,Five Stars,1523923200,
5.0,,True,"04 17, 2018",A1S9KU0RU6X36A,0385376715,{'Format:': ' Hardcover'},Joyce Ann Lechner,"Emily Whitfield Martin has written a sweet gentle book for toddlers and prereaders!  The emphasis is on promoting self esteem, with well chosen illustrations to back up the text!",Quite appropriate for toddlers,1523923200,
5.0,,True,"04 14, 2018",A2BBODQ9NKVSHP,0385376715,{'Format:': ' Hardcover'},AAbbas,Board book would be better,Five Stars,1523664000,
5.0,,True,"04 13, 2018",A36CYKXXXJWTEL,0385376715,{'Format:': ' Hardcover'},HSell14,Love this book! We had our friends and family sign the cover with their guess of what our little man will be for his first birthday. Excited for him to pass it on one day!,Cute book!,1523577600,
5.0,,True,"04 12, 2018",A1OHEQHL9VFGX9,0385376715,{'Format:': ' Hardcover'},Stephanie Green,"Great Item matched with a Great Amazon Transaction!
Thank You",Five Stars,1523491200,
5.0,,True,"04 10, 2018",A2DL9K3V0ELM3D,0385376715,{'Format:': ' Hardcover'},R Barnett,I love this author!!!,Five Stars,1523318400,
1.0,,True,"04 9, 2018",A37LB5PEQ26U95,0385376715,{'Format:': ' Hardcover'},Erica,"I do not like this book, its not clever or funny and doesn't grab any childs attention. It was a big waste of money. Ill stick with Little Blue Truck and Lllama Llama red pajama type of books.","Do not like it, look at pictures others sent in its not a cute book.",1523232000,
5.0,,False,"04 8, 2018",AQTC62493R6MX,0385376715,{'Format:': ' Hardcover'},Sarah G.,"If the greatness of a book were measured in 'how much did I cry the first time I read this to our son' ? This book would win all the things. So many tears of hope and love... now I can read it without crying (mostly because the concept 'tears of joy' is somewhat lost on a toddler. But the premise is still true. ""When I look at you and you look at me... I wonder what wonderful things you will be."" Wonderful story. Can I say wonderful again? Wonderful. Just wonderful.",I Wonder what Wonderful Things you will be,1523145600,
5.0,,True,"04 7, 2018",A2SIVRNSW189BJ,0385376715,{'Format:': ' Hardcover'},JSEP,Wonderful book. I love reading this to my kids.,I love this book.,1523059200,
5.0,,True,"04 5, 2018",A2ZIMXK8DGF7X0,0385376715,{'Format:': ' Hardcover'},sb,book,Five Stars,1522886400,
4.0,,True,"04 4, 2018",A2J14RQQWE9VSD,0385376715,{'Format:': ' Hardcover'},CASMAN71,The Kid loves these books.,Great for little readers,1522800000,
5.0,,True,"04 3, 2018",ADQR6GUGQUYE0,0385376715,{'Format:': ' Hardcover'},grandma,darling,Five Stars,1522713600,
5.0,,True,"04 3, 2018",A2BV46WHG7VIWT,0385376715,{'Format:': ' Hardcover'},Ncan,Bought this for an Easter gift for our grandkids.  Loved it.,Loved it.,1522713600,
5.0,,False,"04 2, 2018",A2ZLSLAQEUEQUN,0385376715,{'Format:': ' Hardcover'},Mandy,I cant say enough great things about all of Emilys books. My only regret is that I didn't have her books growing up. Each and every one is amazing!,I cant say enough great things about all of Emilys books,1522627200,
5.0,,True,"04 2, 2018",A10LYAQGTXF1NT,0385376715,{'Format:': ' Hardcover'},quilter,a gift,Five Stars,1522627200,
4.0,,True,"04 1, 2018",A2XRP6C3S0FRWH,0385376715,{'Format:': ' Hardcover'},Amazon Customer,My kid ask for this often.,"A fav, worth the money",1522540800,
5.0,,True,"03 27, 2018",A20GWL1PA6WBCW,0385376715,{'Format:': ' Hardcover'},P. Clark,My local police station has a bookcase filled with books children who are with their parents at the station for any reason can read. I try and pick out books that inspire children of different ages and I think this book is a good one,I try and pick out books that inspire children of different ages and I think this book is a good one,1522108800,
5.0,,True,"03 26, 2018",AMF0JBMCZR8T8,0385376715,{'Format:': ' Hardcover'},Amazon Customer,Given as a gift- the mom reads it to her children all the time,Five Stars,1522022400,
5.0,,True,"03 18, 2018",AEGP5NUG8YFS0,0385376715,{'Format:': ' Hardcover'},Wanda K.,great,Five Stars,1521331200,
5.0,,False,"03 15, 2018",A38CP355GHQ335,0385376715,{'Format:': ' Hardcover'},Shelbie B.,Wonderful book!,Five Stars,1521072000,
5.0,,True,"03 14, 2018",A2D7VQNCRV0QEF,0385376715,{'Format:': ' Hardcover'},R Brown,Made a great baby shower gift. Thank you,Great baby shower gift,1520985600,
5.0,,True,"03 12, 2018",A34RIA99A3585C,0385376715,{'Format:': ' Hardcover'},Courtney,Such a sweet book with beautiful words and pictures.,Five Stars,1520812800,
5.0,,True,"03 10, 2018",A2SF3OZY0V1VJU,0385376715,{'Format:': ' Hardcover'},Kelsey K,This is a book that I recommend for everyone as a gift for toddlers. It's so incredibly sweet and loving and one of my favorite books for kids.,Fabulous gift for young kids,1520640000,
5.0,,True,"03 9, 2018",A31MUIR3LMIKII,0385376715,{'Format:': ' Hardcover'},richeward,This is a great book. It's retro and modern at the same time. The story is sweet and thoughtful and it's easy to read to my 2 year old daughter at night. Some books are tough to read after a long day with a toddler and this is not one of them. The illustrations are pretty and it's such a sweet book.,2 year old loves it,1520553600,
5.0,,True,"03 5, 2018",A1K8BVHMEI4KCN,0385376715,{'Format:': ' Hardcover'},KC Mom,Beautiful images and a sweet story. Perfect baby shower gift!,Five Stars,1520208000,
5.0,,True,"03 5, 2018",A3VPLFVUIL7Z8V,0385376715,{'Format:': ' Kindle Edition'},Amelia Earhart,"Great message, My Grandson and I read it over and over again this weekend!",Great Message,1520208000,
5.0,82,True,"03 2, 2018",A38A1GZ65OA1E,0385376715,{'Format:': ' Hardcover'},Mitri,"Even though I loved the artwork I previewed, I was a bit hesitant to buy this book because my daughter has a rare chromosome disorder that may immensely impact her life... to the point where she may not walk, talk, or be a functional, independent adult.  I was afraid this book would focus on ""the wonderful things you will be,"" as in particular careers, activities, or things that required a lot of ability.  Much to my delight, this book instead focuses less on specific activities and more on being kind, loving, adventurous, creative--things my daughter could still be, despite any limitations and obstacles she may face.  This book emphasizes being UNIQUE, not necessarily being ""able.""  I really appreciate that.  This book makes me cry because I don't know what will happen to my daughter (nobody does--because her condition is so rare), but I love her and she is wonderful, and this book lets her know that!",Great book even for the chromo cuties,1519948800,
5.0,,True,"02 28, 2018",A1NX6V63RROIYA,0385376715,{'Format:': ' Hardcover'},Kindle Customer,Gift for Baby Shower,The Wonderful Things You Will Be,1519776000,
4.0,,True,"02 25, 2018",AJB9ADX58JTA1,0385376715,{'Format:': ' Hardcover'},Amazon Customer,Beautiful story to grow with,Four Stars,1519516800,
5.0,,True,"02 23, 2018",A3B6S54F82WE8,0385376715,{'Format:': ' Hardcover'},JH,I  gave it as a gift to my great niece. Since she is only a couple of months old I haven't heard her opinion. Her mom is a librrarian and loved it.,great  shower gift,1519344000,
5.0,,True,"02 23, 2018",A13C2S6FWEA1CO,0385376715,{'Format:': ' Hardcover'},mbs,"I bought this book to give to my sister-in-law as part of a baby shower gift. A couple of months before a baby is born, I select and order several books for each baby (my best friend's kids, my niece and my nephews). I do this to start each child's library. I'll write something to my nephew in this book. I went through the book when it arrived. The pictures are sweet and the story is heartfelt. It's lovely. Perfect to give as a gift for a child you love.",Perfect gift for a new baby,1519344000,
3.0,,True,"02 22, 2018",A2WTAH3F1LIEVA,0385376715,{'Format:': ' Hardcover'},tbomm,ok,Three Stars,1519257600,
5.0,,True,"02 22, 2018",A3EKWE196SD8C3,0385376715,{'Format:': ' Hardcover'},James E Harvey,Great,Five Stars,1519257600,
5.0,,True,"02 18, 2018",A1ZDI7LL5LFY1A,0385376715,{'Format:': ' Hardcover'},Amazon Customer,Beautiful book.,Five Stars,1518912000,
5.0,,True,"02 18, 2018",A20RD3LNY4FE6Z,0385376715,{'Format:': ' Hardcover'},APK,Important message.  Sweet book and pretty illustration,Sweet book and pretty,1518912000,
5.0,,True,"02 12, 2018",A3I1MSHQ25XCQE,0385376715,{'Format:': ' Hardcover'},Susan Weisheit,Very cute childrens book.  Great for baby shower in lue of a traditional card.,Great for baby shower in lue of a traditional card,1518393600,
5.0,,True,"02 12, 2018",A1HK0JE5P4JN7X,0385376715,{'Format:': ' Hardcover'},7Dude2,Wonderful Book!,Five Stars,1518393600,
5.0,,True,"02 11, 2018",A1BM6NLEP612WN,0385376715,{'Format:': ' Hardcover'},Northeast Consumer,Grandson loves this,Awesome book for children!,1518307200,
5.0,,True,"02 5, 2018",A1PAWK44WSZD83,0385376715,{'Format:': ' Hardcover'},T. L.,Beautiful book.  Illustrations and words are beautiful and engaging. My 3-y.o. child loves looking at all the pictures and picks it to read to her baby sibling. She talks about what the kids are wearing and what they're pretending to be. Very sweet all around.,Lovely book,1517788800,
4.0,,True,"02 4, 2018",A3LQZVOZWZ9H6V,0385376715,{'Format:': ' Hardcover'},Tom Broadbent,GOOD BOOK /OK PRICE,Four Stars,1517702400,
5.0,,True,"01 31, 2018",A3E888A8E90P1Q,0385376715,{'Format:': ' Hardcover'},Bryce Kearney,Makes me tear up when I read it with my daughter.,Five Stars,1517356800,
5.0,,True,"01 28, 2018",A1KGDFPNPNGO93,0385376715,{'Format:': ' Hardcover'},lucylucy,Christmas gift. Just learning to read. Loved the story.,Wonderful storyline,1517097600,
5.0,,True,"01 27, 2018",A3QL4SIXBFA061,0385376715,{'Format:': ' Hardcover'},Carolyn Richards,"I loved the illustrations, very colorful and enticing for a 3 year old and 5 year old!!",Five Stars,1517011200,
5.0,3,True,"01 24, 2018",A3KKJW0QXA9B4E,0385376715,{'Format:': ' Hardcover'},Michelle Jaggi,"This is such a cute book.  I purchased it to be signed by my son's teachers as an alternative to ""Oh The Places You'll Go"".  The illustrations and messages are adorable.",The illustrations and messages are adorable.,1516752000,
5.0,,True,"01 24, 2018",A32X8A6IUBIOXH,0385376715,{'Format:': ' Hardcover'},Gisele Lempola,A beautiful story with gorgeous illustrations. It's one of my favorite books to read to my daughter.,Beautiful.,1516752000,
5.0,,True,"01 21, 2018",A2336A488DPGTM,0385376715,{'Format:': ' Kindle Edition'},HSN_DWLO,Great book. I wish there were a board book version.,Five Stars,1516492800,
5.0,,True,"01 20, 2018",A1JNG1HG2SIKQG,0385376715,{'Format:': ' Hardcover'},Roger Weinheimer,My grand daughter loves to read and her parents recommended this book.,Five Stars,1516406400,
5.0,,True,"01 15, 2018",A1YOKW6EP48T8Y,0385376715,{'Format:': ' Hardcover'},Debbie,3 yr old granddaughter will love it,Five Stars,1515974400,
5.0,,True,"01 11, 2018",AHASVWXOGH5C6,0385376715,{'Format:': ' Hardcover'},Dana Took,Sweet book,Five Stars,1515628800,
5.0,,True,"01 8, 2018",A2JHAMPZ8IDVLO,0385376715,{'Format:': ' Hardcover'},EGDG87,Such a sweet and perfect book. Used it as a gift for a baby shower.,Five Stars,1515369600,
5.0,,True,"01 6, 2018",A5Z22A7YIEM7O,0385376715,{'Format:': ' Hardcover'},V. Itenius,"Clearly, this book was put together with the utmost love and though. The artist/writer (Emily Winfield Martin) excels at what she does on every level - excellent writing, amazing artwork. This is one of those rare kids books that comes along once in a great while and becomes an instant classic.

Oh, and my 2 year old loves it too :)","Beautiful artwork, touching tale",1515196800,
5.0,,True,"12 31, 2017",A2EIYOQKQQHW9F,0385376715,{'Format:': ' Hardcover'},Lois S.,Perfect gift,Five Stars,1514678400,
5.0,,True,"12 30, 2017",A32Y0RF16YYEM7,0385376715,{'Format:': ' Hardcover'},Megan E.,My son and I both love this book.  It's a favorite in our house and it's also really heart warming :) We've given it as a gift at multiple baby showers and birthdays and it's always cherished.,My son and I both love this book,1514592000,
5.0,,True,"12 28, 2017",A38QKMQNB11IJD,0385376715,{'Format:': ' Hardcover'},Emmamom,"Lovely book, message and illustrations",LOVELY BOOK!,1514419200,
5.0,,True,"12 27, 2017",A3W2KQ6CLTQ0ZD,0385376715,{'Format:': ' Hardcover'},Ipodcrazy,I gave this to my 18 month old grandson. Its a keepsake kind of book.,Best book ever,1514332800,
