Id,neg,neu,pos,compound,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,target_compound
39856,0.0,0.764,0.236,0.7777,5.0,True,"05 30, 2015",A32DMGS94OQVDP,1452109206,{'Format:': ' Kindle Edition'},dutchbluek,"My son and I have loved this book for years!
The illustrations are stunning, and keep us looking for more each time we read it.",Love,1432944000,,,0.7774206214689267
39772,0.0,0.772,0.228,0.7783,5.0,True,"05 20, 2017",A3N3SB2G6RIMR4,1452109206,{'Format:': ' Hardcover'},Quilter,Bought for my grandson who is a train lover.  He had to read it almost every night at first and it is still a favorite of his,A hit with my grandson,1495238400,,,0.7774206214689267
40291,0.0,0.657,0.343,0.6342,5.0,True,"09 11, 2015",A38D7IJ92BDCAW,1465414053,{'Format:': ' Paperback'},H3LiX,So fun for little ones! Especially on road trips!,Five Stars,1441929600,,,0.633145918367347
40352,0.0,0.417,0.583,0.636,5.0,True,"04 22, 2015",A2N97843YA41EY,1465414053,{'Format:': ' Paperback'},Happyclh,My granddaughter loved it!,Five Stars,1429660800,,,0.633145918367347
40970,0.0,0.825,0.175,0.6486,5.0,True,"03 30, 2013",A25LU1P0NZURVT,1493527487,{'Format:': ' Kindle Edition'},Judy Killian,Wanted to get my granddaughter something different.  She seems to like it a lot.  Will try another book or two just to see if she still likes them,My Granddaughters,1364601600,,,0.6530857938718663
40695,0.0,0.477,0.523,0.6588,5.0,False,"12 18, 2016",A248VCKBDKTWB6,1493527487,{'Format:': ' Paperback'},DB,Great and fast delivery time!,Five Stars,1482019200,,,0.6530857938718663
41348,0.0,0.738,0.262,0.7506,5.0,True,"10 1, 2014",AW09CCB3755BW,1554537045,{'Format:': ' Hardcover'},roberto,"This was for a teacher in Geneva Switerland and the children loved the story, and like to have it read often.",... for a teacher in Geneva Switerland and the children loved the story,1412121600,,,0.7506435294117647
41119,0.169,0.518,0.313,0.7512,3.0,True,"02 28, 2017",A3OP9WZ6NH3HLV,1554537045,{'Format:': ' Kindle Edition'},P. Gaedeke,"Wonderful story, excellent illustrations, unreadable, microscopic font courtesy of Amazon Kindle. I should just cut and paste because there are no options to increase the font which makes for a very discouraging experience.","Great story, excellent illustrations, unreadable font with no options",1488240000,,,0.7506435294117647
41741,0.046,0.837,0.117,0.7208,5.0,False,"05 16, 2013",A22IDP8YERZ79X,1609580427,{'Format:': ' Paperback'},MicheleLK,"I swear by these books for approaching ""difficult"" topics with my kids.  Now that there is an older version of this bestseller, I'm excited to be able to present this information to my girls in a non-threatening, ""YOU SMELL"" sort of way, so that they can learn how to take care of themselves without giving up any of their identitty in the process.  Very highly recommended!",An Upgrade for older girls,1368662400,,,0.7201942408376963
41586,0.0,0.667,0.333,0.7184,5.0,True,"05 12, 2015",ARR1QHTJRA3BH,1609580427,{'Format:': ' Paperback'},America,I love reading these books with my daughter. Opens the door to other important topics.,Great book,1431388800,,,0.7201942408376963
42183,0.103,0.645,0.252,0.7256,5.0,True,"09 3, 2015",A7CF0V6YE1XFG,1609580834,{'Format:': ' Paperback'},J,Great book. I purchased for lo before the talk at school. Didnt want her scared or confused. She understood the book well. Talks about things i didn't think about.,Great book. I purchased for lo before the talk ...,1441238400,,,0.7252731182795699
42478,0.0,0.821,0.179,0.7263,5.0,True,"03 11, 2014",A3SQ7H2A03XAK8,1609580834,{'Format:': ' Paperback'},Howard C. Ray,My granddaughter read this book cover to cover - much better to learn about her upcoming body changes from an easy book to read instead of other girls on the playground!,very useful book for pre-teen girls,1394496000,,,0.7252731182795699
42892,0.0,0.613,0.387,0.743,4.0,True,"07 21, 2014",AYYVWSNFY25RK,1938298071,{'Format:': ' Hardcover'},Michelle R  Lawrence,I was enchanted by the illustrations and story.  My grandson loves this book.,Four Stars,1405900800,,,0.7433642857142857
42638,0.0,0.78,0.22,0.7351,5.0,True,"08 24, 2017",AAJFWN26YHI01,1938298071,{'Format:': ' Hardcover'},Karl Kelley,I have been using this book with my research teams for about an year.  It is a fun and useful way to start a large complex project.,For Children and Research Teams,1503532800,,,0.7433642857142857
