Id,neg,neu,pos,compound,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,target_compound,rank,title
5648,0.133,0.694,0.173,0.4993,5.0,True,"01 6, 2018",A1CAGLYL4T2D6N,037582233X,{'Format:': ' Paperback'},thepirateofbooks,"The freedom of individuality and conformity collide in a bitter sweet tale of first like-like. Why just like and not love, it's because of Leo and his own cowardice. A quick read that should be considered essential in literature classes for those in primary school (middle-high school).",The freedom of individuality and conformity collide,1515196800,,,0.5,12.0,Stargirl (Stargirl Series)
5730,0.0,0.238,0.762,0.4939,5.0,True,"06 20, 2015",A1SV44OX4JHZSE,037582233X,{'Format:': ' Mass Market Paperback'},Karla,adorable book...,Five Stars,1434758400,,,0.5,12.0,Stargirl (Stargirl Series)
5678,0.037,0.809,0.154,0.7003,1.0,False,"11 13, 2016",AUXF0Q7M2OZ6V,037582233X,{'Format:': ' Kindle Edition'},Tamil Mayil,I couldn't finish it. I understand that it had potential with good themes like kindness to strangers and overcoming prejudice. But it was poorly done with below average writing. I could not sympathize with Stargirl and Leo. The characters were bland  and I didn't feel anything for any character. It was unfeeling like reading from a TelePrompTer.,Drudgery,1478995200,,,0.7,12.0,Stargirl (Stargirl Series)
5711,0.0,0.295,0.705,0.6988,5.0,True,"11 4, 2015",A23YVOMGXSYQTZ,037582233X,{'Format:': ' Hardcover'},Dr. R. Shallow,Gotta Love it!!,Five Stars,1446595200,,,0.7,12.0,Stargirl (Stargirl Series)
5958,0.0,0.775,0.225,0.9022,5.0,False,"08 6, 2003",A2QNBQFPESFH5H,037582233X,{'Format:': ' Paperback'},Virginia,"Stargirl by Jerry Spinelli is a great book! At first when I saw it I was like ""oooooook not gonna like this one"" but after picking it up I cuoldn't stop reading!! I reccomend this book to kids 11+- middle school age. Anyways, you should definetly read this book! You'll be in for a real treat!",Stargirl is among the stars!,1060128000,,,0.9,12.0,Stargirl (Stargirl Series)
5791,0.0,0.595,0.405,0.8977,5.0,True,"03 9, 2014",A36Y6WJI61NNTN,037582233X,{'Format:': ' Kindle Edition'},Kathy Zeiss,A wonderfully commendable story of how people ought to be. Kindness is reserved for the most precious hearts to bestow.,Stargirl,1394323200,,,0.9,12.0,Stargirl (Stargirl Series)
6174,0.105,0.808,0.087,0.1002,2.0,True,"02 20, 2015",A3DSP07OKOU858,0375850864,{'Format:': ' Kindle Edition'},Carolanne s,I had a hard time following this book. Put it down too much to make it fluid I guess. I am looking for a good fourth grade read aloud and this doesn't fit the bill.,confused me,1424390400,,,0.1,2.0,When You Reach Me (Yearling Newbery)
6117,0.1,0.769,0.131,0.1761,3.0,True,"03 12, 2016",A5MRUEGE2UW6Y,0375850864,{'Format:': ' Paperback'},augie,"This book is somewhat difficult to follow (unless you read it in one sitting), even though it is entertaining.",difficult to follow,1457740800,,,0.1,2.0,When You Reach Me (Yearling Newbery)
6237,0.0,0.942,0.058,0.2732,5.0,True,"01 27, 2014",A3HAV9ORAH2C2P,0375850864,{'Format:': ' Paperback'},mike hannan,My granddaughter who is in the seventh grade had heard about this book from a friend at school and wanted to read it. She has not finished it as of this review but I will update later.,Bought this for my granddaughter for Christmas.,1390780800,,,0.3,2.0,When You Reach Me (Yearling Newbery)
6332,0.03,0.918,0.052,0.3392,3.0,False,"11 30, 2012",AYB19RB36GLZL,0375850864,{'Format:': ' Paperback'},The Kwanzaa Coloring Book,"The injection of the 20,000 pyramid games show at the beginning of the book ,peaked my interest  because  I could see the the contestants playing the game. In other words, I use to watch the game when I was young.  So, I couldn't wait to see if the Miranda's  mother won the money.  However, as the book ended its first act I thought the setting and description became vapid, almost lost in a vacuum.  The story seem to  lose focus, diverging away from the family preparation for the game show.  Finally, the author came back to the motif of the book in the last few chapters, but it seems more as an afterthought.",When you Reach Me,1354233600,,,0.3,2.0,When You Reach Me (Yearling Newbery)
6058,0.146,0.486,0.368,0.4939,5.0,True,"07 19, 2017",A2O3QOZXCDFCO7,0375850864,{'Format:': ' Kindle Edition'},Amazon Customer,An insanely clever science fiction book disguised as a children's novel.,Great Children's Sci-Fie,1500422400,,,0.5,2.0,When You Reach Me (Yearling Newbery)
6225,0.083,0.688,0.229,0.4939,3.0,False,"04 6, 2014",A33L5EENSH6PY,0375850864,{'Format:': ' Kindle Edition'},Krystyn,"The story went somewhere I didn't expect and while it was a quick easy read, it was strange as well.",interesting and unexpected!,1396742400,,,0.5,2.0,When You Reach Me (Yearling Newbery)
6245,0.145,0.582,0.274,0.6971,4.0,False,"01 4, 2014",AQ6DPYVKVY8AE,0375850864,{'Format:': ' Kindle Edition'},J. Brooks,it was sad and happy and i chose this rating because it wasn't the best book I have read but it was great,It was ok,1388793600,,,0.7,2.0,When You Reach Me (Yearling Newbery)
6261,0.072,0.779,0.149,0.6944,5.0,True,"11 15, 2013",A3FZ5COYCQHAFF,0375850864,{'Format:': ' Kindle Edition'},Regina Culberth,"This is a really good book! You really have to be paying attention to comprehend exactly how the plot unfolds, but when you do get it, there is a lot of meaning. The author's imagination is so amazing. I can't wait to read Liar and Spy- I already have it checked out from the library.",Two thumbs up!!!,1384473600,,,0.7,2.0,When You Reach Me (Yearling Newbery)
6051,0.0,0.639,0.361,0.9001,5.0,True,"09 25, 2017",AZGL2I4UOFBLU,0375850864,{'Format:': ' Kindle Edition'},GB,Well written and well executed. The plot holds well throughout and builds to the conclusion in a skillful way. It is small wonder this book has won high awards.,A Book that Reaches its Readers,1506297600,,,0.9,2.0,When You Reach Me (Yearling Newbery)
6424,0.0,0.683,0.317,0.9013,5.0,True,"02 6, 2010",A1Q21XAGZYK05W,0375850864,{'Format:': ' Hardcover'},B.,"I heard about this book on NPR and was told this should be an award winner.  It did not disappoint.  As a teacher, I read it before I could recommend it to my students.",Excellent read for students,1265414400,,,0.9,2.0,When You Reach Me (Yearling Newbery)
6518,0.165,0.626,0.209,0.0662,1.0,True,"04 18, 2017",AR83QL7LLEW3G,0375848207,{'Format:': ' Hardcover'},Dot,"The book is very cute, but our copy was scribbled on every page. Very disappointing as it was purchased as a gift.","The book is very cute, but our copy was ...",1492473600,,,0.1,28.0,Little Mommy (Little Golden Book)
6557,0.0,0.879,0.121,0.1655,3.0,True,"10 14, 2016",A32XDOER009ROO,0375848207,{'Format:': ' Hardcover'},KM,"HIGHLY outdated storyline with huge gender disparity, but it's one of the ""classics""",Three Stars,1476403200,,,0.1,28.0,Little Mommy (Little Golden Book)
6653,0.0,0.0,1.0,0.296,3.0,True,"04 15, 2015",A2U68MZYSM5OPN,0375848207,{'Format:': ' Hardcover'},NANA,ok,ok,1429056000,,,0.3,28.0,Little Mommy (Little Golden Book)
6680,0.0,0.676,0.324,0.34,5.0,True,"12 20, 2014",A2EQUS460PW1HQ,0375848207,{'Format:': ' Hardcover'},Phoenix,giving to my granddaughter for christmas,Five Stars,1419033600,,,0.3,28.0,Little Mommy (Little Golden Book)
6703,0.0,0.238,0.762,0.4939,5.0,True,"08 9, 2014",A28HPUXJGQ4Z8Z,0375848207,{'Format:': ' Hardcover'},D. Simons,adorable book.,Five Stars,1407542400,,,0.5,28.0,Little Mommy (Little Golden Book)
6549,0.0,0.775,0.225,0.4939,5.0,False,"12 8, 2016",AFATJ8UO8VI1L,0375848207,{'Format:': ' Hardcover'},My Sunshine,"Adorable little mommy book for my ""little mommy and her stuffed dolls""",Adorable,1481155200,,,0.5,28.0,Little Mommy (Little Golden Book)
6609,0.0,0.58,0.42,0.7003,5.0,True,"12 26, 2015",A1197ISBZIKDPW,0375848207,{'Format:': ' Hardcover'},A. Bro,Such a sweet book.  One of our favorites on the shelf.,Love it!,1451088000,,,0.7,28.0,Little Mommy (Little Golden Book)
6665,0.0,0.745,0.255,0.6988,5.0,True,"02 18, 2015",A1P1YLGNSVW5O4,0375848207,{'Format:': ' Hardcover'},Beth,"I love the oldies....I am a ""back to basics"" kind of mom ; )  Nothing sweeter than simple lifestyles!!",Five Stars,1424217600,,,0.7,28.0,Little Mommy (Little Golden Book)
6706,0.0,0.739,0.261,0.8993,5.0,True,"07 29, 2014",A2LDLIVE3GV3ED,0375848207,{'Format:': ' Hardcover'},Chandra Cook,My 2 year old loves this book.  I remember having it when I was a kid so it was fun reading it to her.  She herself loves being a mommy to her dolls so I think it is very fitting.,I remember having it when I was a kid so it was fun reading it to her,1406592000,,,0.9,28.0,Little Mommy (Little Golden Book)
42969,0.0,0.654,0.346,0.9019,5.0,True,"03 7, 2018",A293DXYS9K14PT,0375848207,{'Format:': ' Hardcover'},Rachel S.,My daughter just loves this book and asks me to read it to her over and over. The illustrations are so adorable. Definitely a keepsake!,The illustrations are so adorable. Definitely a keepsake,1520380800,,,0.9,28.0,Little Mommy (Little Golden Book)
7105,0.0,1.0,0.0,0.0,2.0,True,"10 2, 2013",A1RZ6DXBKI9NNO,0375858245,{'Format:': ' MP3 CD'},debra,"It was in mp3 format that was not compatible for me, I wanted a book on CD so I sent it back",Sent back,1380672000,,,0.1,16.0,Because of Mr. Terupt
7007,0.0,1.0,0.0,0.0,1.0,False,"07 14, 2014",A8P8LAB77PL45,0375858245,{'Format:': ' Kindle Edition'},H. Kiel,Poorly written and full of do-goody finger wagging,One Star,1405296000,6,,0.1,16.0,Because of Mr. Terupt
7055,0.085,0.782,0.133,0.2846,5.0,False,"03 29, 2014",A22AKRDJXHHFTA,0375858245,{'Format:': ' Kindle Edition'},Actorfamelover,"This is one of the greatest books I've ever read. It's told from the perspective of seven kids, all who have Mr. Terupt. I can't tell much more, but I cried, because it was so moving. Please, read this book.",Because of Mr. Terupt,1396051200,,,0.3,16.0,Because of Mr. Terupt
7126,0.0,0.922,0.078,0.3182,5.0,True,"07 12, 2013",A1JBCPT5ECHUTU,0375858245,{'Format:': ' Kindle Edition'},Laura E. Horn,Teachers have the ability to impact kids more than they realize.  The lessons taught can go far beyond the textbook. Magic happens when those lessons go both ways.,Everyone needs a teacher like Mr. Terupt,1373587200,,,0.3,16.0,Because of Mr. Terupt
7049,0.114,0.684,0.202,0.5023,5.0,False,"04 17, 2014",A1W8RZVJ1T1NR6,0375858245,{'Format:': ' Kindle Edition'},Amy L. Chipp,"Mr. Terupt Falls again is about 7 kids and their wonderful but sad year with Mr. Terupt. During a reasonable year, Peter's snowball changes everything. This book will inspire you.",It Will Inspire You,1397692800,,,0.5,16.0,Because of Mr. Terupt
6979,0.035,0.894,0.071,0.5029,5.0,False,"09 6, 2014",A1UMIS1D2QNYGY,0375858245,{'Format:': ' Kindle Edition'},Christine Meads,"Mr. Terupt is a new teacher who seems to change the lives of the kids in his classroom. Seven kids in his class are all different, all have some kind of problem and each has a tale to tell.

When there is an accident, everyone's life changes.

I thought this was well put together with each character in the book having their own chapter and view of what's going around them. And the book is set up in months like the school year. You learn each child's voice by just reading.

This is an excellent book and shows not only kids but adults as well, what one person can do in their life.",What one person did to change other's lives,1409961600,,,0.5,16.0,Because of Mr. Terupt
6960,0.047,0.781,0.172,0.7003,5.0,False,"10 30, 2014",A3F9SEISWQ9LZU,0375858245,{'Format:': ' Hardcover'},C. Brady,"I have read this book with my fourth grade class for the past 2 years. The students LOVE it, and it opens up some thought provoking discussions. This is a book my students will never forget.","The students LOVE it, and it opens up some thought provoking ...",1414627200,,,0.7,16.0,Because of Mr. Terupt
7096,0.0,0.812,0.188,0.7003,5.0,False,"11 11, 2013",A15MDNCY7XC7KS,0375858245,{'Format:': ' Kindle Edition'},Amazon Customer,I enjoyed this book because there is a teacher that is new and like first this kid peter speaks then anna does and then you know how they feel.,Because of mr.terupt,1384128000,,,0.7,16.0,Because of Mr. Terupt
7078,0.056,0.688,0.255,0.9001,5.0,False,"01 15, 2014",A1SQP42FRFULM3,0375858245,{'Format:': ' Paperback'},Natalie Johnson,"I finished this book about a year ago, and finally thought I should review it. This book is amazing for young readers. The book was funny, sad, and even exciting all at the same time. One of the best books I have ever read in my lifetime.",Another Great Book,1389744000,,,0.9,16.0,Because of Mr. Terupt
7014,0.092,0.64,0.268,0.899,4.0,False,"07 1, 2014",A3MD0PJDNG6CYU,0375858245,{'Format:': ' Kindle Edition'},Biddy Mulligan,Somehow I missed the part that this book was for young adults but I enjoyed it anyway.  It has tastes of sweetness and the bitterness of real life.  The lessons on consequences and responsibility are softly and well taught.  This is a nice little book.,Oops.... I'm all grown up and I enjoyed it too....,1404172800,,,0.9,16.0,Because of Mr. Terupt
7388,0.132,0.66,0.208,0.1263,3.0,True,"08 7, 2016",ALDJSCSJ777H7,0375868488,{'Format:': ' Board book'},Amazon Customer,"Ok. Rhymes are a little weak. If your kid is wild about trucks, it is worth it.",Cute.,1470528000,,,0.1,36.0,Where Do Diggers Sleep at Night?
7237,0.086,0.789,0.125,0.0444,3.0,True,"07 29, 2017",A1BVDH0R2Q4DAV,0375868488,{'Format:': ' Board book'},Elspeth,"Nothing too exciting about this board book have to give it just an okay, worth buying if your child is really into trucks as my grandson is.",Nothing too exciting about this board book have to give ...,1501286400,,,0.1,36.0,Where Do Diggers Sleep at Night?
7394,0.0,0.921,0.079,0.2838,3.0,True,"07 25, 2016",A30TS0ESV856H2,0375868488,{'Format:': ' Board book'},Wendy Smith,Very cute book but talks about a lot of other trucks and equipment thought it would be a story about diggers not just mentioning them on one page.,Cute but not what i thought,1469404800,,,0.3,36.0,Where Do Diggers Sleep at Night?
7415,0.0,0.84,0.16,0.2732,5.0,True,"06 20, 2016",A21R8T8NFH5YCG,0375868488,{'Format:': ' Board book'},Steve Simpson,"Well done story, and made to withstand the continual use of a toddler.",Must have book,1466380800,,,0.3,36.0,Where Do Diggers Sleep at Night?
7632,0.027,0.864,0.109,0.5012,5.0,False,"06 2, 2015",AM52Y5FJNB2XT,0375868488,{'Format:': ' Board book'},Lisa Hansen,Cute story. We have the digital version which is a little hard to read. I think it would be a lot more fun in a board book but we bought it on vacation to have books to read in the hotel.,Cute truck story.,1433203200,,,0.5,36.0,Where Do Diggers Sleep at Night?
7672,0.0,0.0,1.0,0.4939,5.0,True,"03 5, 2015",A2C86X74GLB8CJ,0375868488,{'Format:': ' Board book'},MrsG08,Adorable.,Five Stars,1425513600,,,0.5,36.0,Where Do Diggers Sleep at Night?
7339,0.0,0.746,0.254,0.7003,5.0,True,"11 8, 2016",A1L9FI7TKAFGZ2,0375868488,{'Format:': ' Board book'},Taylor,Bought this as a gift for a 2 year old boy. I got many good reviews from other moms to get this book.,Good 2 year old birthday present!,1478563200,,,0.7,36.0,Where Do Diggers Sleep at Night?
7210,0.0,0.408,0.592,0.7003,5.0,True,"01 29, 2018",A2SZZ9Y4WYPMGX,0375868488,{'Format:': ' Board book'},McQueen,Excellent size of toys.  Well made.,Five Stars,1517184000,,,0.7,36.0,Where Do Diggers Sleep at Night?
7349,0.0,0.644,0.356,0.9011,5.0,True,"10 22, 2016",AUFIA27TUQZJ1,0375868488,{'Format:': ' Board book'},scshopper,This is a really cute book that our grandson really enjoyed. He loved us reading this to him especially before he goes to bed.,Cute to read for bedtime,1477094400,,,0.9,36.0,Where Do Diggers Sleep at Night?
7536,0.0,0.562,0.438,0.8984,5.0,True,"12 1, 2015",A2FTS2LFGO0TTP,0375868488,{'Format:': ' Board book'},T&amp;amp;B,"We love this book, and if your little one likes trucks/cars/construction equipment, then the'll love it too.",Five Stars,1448928000,,,0.9,36.0,Where Do Diggers Sleep at Night?
7905,0.136,0.707,0.158,0.1027,3.0,True,"06 11, 2017",A1VXNZPW5YY47I,038538369X,{'Format:': ' Board book'},D. Long,Good book. A bit wordy for young toddlers plus flaps can be difficult for tiny fingers,ok,1497139200,,,0.1,44.0,P is for Potty! (Sesame Street) (Lift-the-Flap)
8031,0.095,0.8,0.105,0.0772,2.0,True,"03 19, 2016",A2OQD8NT3ZBUUZ,038538369X,{'Format:': ' Board book'},Burlen Loring,"see Potty (Leslie Patricelli board books) for a better alternative.
and check out ""oh crap"" method too, if you are looking for a pt that works.","see Potty (Leslie Patricelli board books) for a better alternative. and check out ""oh crap"" method too",1458345600,,,0.1,44.0,P is for Potty! (Sesame Street) (Lift-the-Flap)
8149,0.0,0.579,0.421,0.2924,5.0,False,"04 11, 2015",A1CIF9FGCDAGN9,038538369X,{'Format:': ' Board book'},DBrooks,Sesame Street never disappoints.,Five Stars,1428710400,,,0.3,44.0,P is for Potty! (Sesame Street) (Lift-the-Flap)
8006,0.0,0.656,0.344,0.2732,5.0,True,"07 9, 2016",A5NQTDM0RYDS,038538369X,{'Format:': ' Board book'},Scott T,arrived as committed and expected,Five Stars,1468022400,,,0.3,44.0,P is for Potty! (Sesame Street) (Lift-the-Flap)
7853,0.0,0.781,0.219,0.4939,3.0,True,"12 11, 2017",A3HA6N2JB6ILS5,038538369X,{'Format:': ' Board book'},Shaun White,Pretty flimsy if you have a younger kiddo or a boy. It's a pretty uninspiring potty story. But. Elmo sells.,Elmo,1512950400,,,0.5,44.0,P is for Potty! (Sesame Street) (Lift-the-Flap)
8118,0.07,0.84,0.09,0.4934,1.0,True,"07 14, 2015",A2YR7DRDGR9G9E,038538369X,{'Format:': ' Board book'},umlungu,"How hard can it be to write a good book encouraging a child to use the potty? Apparently impossible for the authors of this book. The story - such as it is not of a child starting to use the potty and being encouraged to do so. Instead, as far as anyone can make out with the awkward unclear dialogue about a child who started or should have started using the potty some time before but who forgets. This does not do a good job of introducing the idea of using the potty to your child nor will it encourage them to use the potty.",Make using the potty incomprehensible for your child,1436832000,2,,0.5,44.0,P is for Potty! (Sesame Street) (Lift-the-Flap)
8212,0.081,0.662,0.257,0.6997,5.0,True,"09 30, 2014",A3OG0XLRBQKEZT,038538369X,{'Format:': ' Board book'},StaciV,Very cute book with Lots of different things hiding behind lots of different tabs.  My two year old grandson loves it.,Very cute book with Lots of different things hiding behind ...,1412035200,,,0.7,44.0,P is for Potty! (Sesame Street) (Lift-the-Flap)
8013,0.0,0.341,0.659,0.7003,5.0,True,"06 10, 2016",A5E941SI2K5XW,038538369X,{'Format:': ' Board book'},LB,"Hope it works, it's a gift.",Five Stars,1465516800,,,0.7,44.0,P is for Potty! (Sesame Street) (Lift-the-Flap)
7908,0.0,0.807,0.193,0.8999,5.0,True,"05 20, 2017",A3NMWXW5AOA5FP,038538369X,{'Format:': ' Board book'},AMW,"Bought this for my almost two year old to help inspire him to use his potty. He really likes to look under all the little flaps and tell me what's hidden underneath. This book is longer than the other two potty books we have, which I like since it gives him more time to sit.",which I like since it gives him more time to sit,1495238400,,,0.9,44.0,P is for Potty! (Sesame Street) (Lift-the-Flap)
7993,0.0,0.477,0.523,0.8997,5.0,True,"08 17, 2016",A3RG9OHYEHZZ3H,038538369X,{'Format:': ' Board book'},Lindsay Weaver,My 16-month-old loves this book. She loves opening all the flaps. So cute!,Five Stars,1471392000,,,0.9,44.0,P is for Potty! (Sesame Street) (Lift-the-Flap)
8386,0.072,0.79,0.138,0.175,3.0,True,"05 22, 2017",A311LSZR0WO9LT,0385376715,{'Format:': ' Kindle Edition'},Jorge Gaete,"(Trinidad, 5 years old) I liked the book so I will give it a ok. It wasn't very funny. But I will read another book from this author.",IT WAS OK.,1495411200,,,0.1,24.0,The Wonderful Things You Will Be
8843,0.0,1.0,0.0,0.0,2.0,True,"09 25, 2015",AT9II7DUV1NH3,0385376715,{'Format:': ' Hardcover'},CaringConsumer,This book has barely 5 words to a page and is less than 15 pages. Of $5 or under I wouldn't have minded. For $10 I mind,hardly any content,1443139200,24,,0.1,24.0,The Wonderful Things You Will Be
8252,0.0,0.0,1.0,0.296,3.0,True,"02 22, 2018",A2WTAH3F1LIEVA,0385376715,{'Format:': ' Hardcover'},tbomm,ok,Three Stars,1519257600,,,0.3,24.0,The Wonderful Things You Will Be
8514,0.301,0.291,0.407,0.2714,5.0,True,"12 29, 2016",A9VFHRHO51JME,0385376715,{'Format:': ' Hardcover'},Jerrica Sweetnich,Beautiful book- made me cry!,Five Stars,1482969600,,,0.3,24.0,The Wonderful Things You Will Be
8338,0.0,0.758,0.242,0.4939,5.0,True,"08 5, 2017",A21EVKU5T0TA7W,0385376715,{'Format:': ' Hardcover'},MistyBlue,I bought this for my great-granddaughter's birthday.  She seems to enjoy it.,Great birthday present,1501891200,,,0.5,24.0,The Wonderful Things You Will Be
8303,0.0,0.842,0.158,0.4939,5.0,True,"10 7, 2017",A38V0JEP833R6S,0385376715,{'Format:': ' Hardcover'},Barbara Lamaire,I bought this book for my nephew as he is soon to be a new daddy. The book is adorable.,The book is adorable.,1507334400,,,0.5,24.0,The Wonderful Things You Will Be
8603,0.0,0.758,0.242,0.6988,5.0,True,"08 15, 2016",AH3PNUN2QBHGM,0385376715,{'Format:': ' Hardcover'},BARBARA W. VANAUSDALL,Love this book and give it often to children at any age - even some facing retirement!!,Go for it and keep going!,1471219200,,,0.7,24.0,The Wonderful Things You Will Be
8444,0.0,0.576,0.424,0.7096,5.0,True,"03 17, 2017",AYWQDWU17V8ND,0385376715,{'Format:': ' Hardcover'},Amazon Customer,Cute book. Way better than the token places you'll go.,Way better than the token places you'll go,1489708800,,,0.7,24.0,The Wonderful Things You Will Be
8779,0.0,0.294,0.706,0.8999,5.0,True,"01 2, 2016",A1V5Z5HURUUSH9,0385376715,{'Format:': ' Hardcover'},Coral S.,"Gorgeous, cute, inspiring. Book was larger than I expected! ;)",Five Stars,1451692800,,,0.9,24.0,The Wonderful Things You Will Be
8316,0.0,0.267,0.733,0.9001,5.0,True,"09 8, 2017",A2567PUAZ05DNK,0385376715,{'Format:': ' Hardcover'},Brandon S.,Cute book.  Great story and beautiful illustrations,Great story and beautiful,1504828800,,,0.9,24.0,The Wonderful Things You Will Be
9502,0.117,0.748,0.135,0.0258,3.0,True,"05 2, 2014",A3F7UBRLYH7TWZ,0385743572,{'Format:': ' Kindle Edition'},Kindle Customer,"Gimme a break, this book was not 'epic'. Who would accept a recruit, on the spot, for fighting back to back, in a secret terrorist cell?  I liked LEGION much more, it was actually just a ripoff of the Demon Prince multiple personality principle, by Jack Vance many years ago. A must read.
Thanks, it was real.",Who is the 20 year old?,1398988800,,,0.1,25.0,Steelheart (The Reckoners)
9388,0.059,0.881,0.06,0.023,2.0,True,"09 12, 2014",AKTW45QT9AUWD,0385743572,{'Format:': ' Kindle Edition'},Pat Labine,"Wasn't awful. But there were enough annoying discrepancies and nonsensical situations to bug me a little bit. I'm also not very keen on entire stories built around a mysterious event that needs to be solved in the cliffhanger way at the end. The whole thing required a little more suspension of disbelief than I am able to deliver.  I almost skipped to the end to confirm my thoughts about the mystery so that I could end reading it early.

I am of the opinion that a good book is a journey for which the story is the destination. This book gives you a little tidbit of info, then kinda drags you through a story so that you can get to the destination, which is the ending, not the story itself.

The whole thing left me kind of ""meh""...",But there were enough annoying discrepancies and nonsensical situations to bug me a little ...,1410480000,,,0.1,25.0,Steelheart (The Reckoners)
9668,0.137,0.692,0.17,0.3051,4.0,True,"01 14, 2014",ABFTLJCHAV0FT,0385743572,{'Format:': ' Kindle Edition'},T_Dog,"A good read. I was disappointed not having an explanation of ""calamity"". The writer kept making reference to the term but never truly explained it. All in all, I enjoyed the book though.",Rock solid cheese!,1389657600,,,0.3,25.0,Steelheart (The Reckoners)
9623,0.094,0.745,0.162,0.2942,5.0,True,"01 30, 2014",A3O8BAQ4OCZK,0385743572,{'Format:': ' Kindle Edition'},jtb,"Well written; my first read of any of Sanderson's work.  Done in the classic vein of good v. evil.  If you're a fan of Larry Correia, then you're a likely candidate for Steelheart.  Looking forward to the next in the series!",Couldn't put Steelheart down!,1391040000,,,0.3,25.0,Steelheart (The Reckoners)
9366,0.02,0.918,0.062,0.5017,5.0,True,"11 1, 2014",A2H2NQ3MEP0VWD,0385743572,{'Format:': ' Kindle Edition'},c grif,"I have read many of Brandon Sanderson stories and have I really enjoyed them. This series is no exception. Great story line with a lot of action keeps the story moving. Sometimes the story is predictable but hey, which stories aren't? This story leaves you wanting more and having lots of questions. I wonder what I would do if I had these superpowers, why do the people with them act bad.......I look forward to Firefight and any other books he writes.",Really good read.,1414800000,,,0.5,25.0,Steelheart (The Reckoners)
9534,0.087,0.715,0.198,0.5017,5.0,True,"03 31, 2014",A1WAEH41IO5IL1,0385743572,{'Format:': ' Kindle Edition'},Shaun D. Tobler,"soooooooooooo good words can't describe how valuable the book is this is eye
 candy. I don't know what to say offers its just SOOOOOOO good.",Love this book !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1396224000,,,0.5,25.0,Steelheart (The Reckoners)
9497,0.04,0.791,0.169,0.6999,4.0,True,"05 7, 2014",A3GI58BIOXD7Z,0385743572,{'Format:': ' Kindle Edition'},An Author,"This is the first book I've read by Sanderson and it won't be the last. A very entertaining read with likeable characters, interesting story, and a satisfying ending that sets up the next book. A clever twist on the superhero genre. Looking forward to reading another book by him but not sure which one. There's so many!",Fast read,1399420800,,,0.7,25.0,Steelheart (The Reckoners)
9504,0.0,0.775,0.225,0.7003,4.0,False,"05 1, 2014",AER4OK1VA1CXW,0385743572,{'Format:': ' Kindle Edition'},R. Taylor,"Not a complex,profoundly involving book like way of kings,but a fun read and very imaginative. I'm looking forward to the next in the series.",quick fun fantasy read.,1398902400,,,0.7,25.0,Steelheart (The Reckoners)
9594,0.045,0.605,0.35,0.9015,4.0,True,"02 16, 2014",A39HZHODP982EP,0385743572,{'Format:': ' Kindle Edition'},Amazon Customer,Wasn't sure what to expect but a good introduction to a new world. Didn't go into the history too much but good story and good Developement.,pretty good,1392508800,,,0.9,25.0,Steelheart (The Reckoners)
9642,0.091,0.732,0.177,0.8984,3.0,True,"01 23, 2014",A149JXLUFVFN93,0385743572,{'Format:': ' Kindle Edition'},Aerine,"I love Brandon Sanderson - he's a great writer with some impressive work to show for it. I like the premise of Steelheart - it's a great story, but I absolutely hate how he wrote it. Usually, the golden rule in writing is ""show, don't tell"" - Sanderson does the exact opposite in this book. Everything is written like the protagonist is reading it from a book or holding a speech, it gets annoying really quick (and all from the perspective of a teenage kid *sigh*). Maybe it is because it is a YA novel, yet I have read plenty of other YA novels that don't have this problem.

The story is great however, it's got some surprising twists, and is well thought of. I will probably read the sequal for the sake of the story, but it is going to be hard work getting through it.","Tell, don't show",1390435200,,,0.9,25.0,Steelheart (The Reckoners)
42992,0.0,1.0,0.0,0.0,3.0,True,"04 5, 2018",A2Z1PEBN7WZF5M,0399230033,{'Format:': ' Board book'},oliverfriendlydog,average,Three Stars,1522886400,,,0.1,4.0,"Good Night, Gorilla"
10205,0.137,0.751,0.111,0.0,2.0,False,"02 9, 2016",A30BJCG6NKDAZ0,0399230033,{'Format:': ' Board book'},T Will,"I hate to be the contrarian but I think this book is pretty boring.  Of all of the books we received for my child in his first 2 years, this one gets the least use.",Meh,1454976000,,,0.1,4.0,"Good Night, Gorilla"
10424,0.0,0.909,0.091,0.296,5.0,True,"02 1, 2013",A3Q4Q42A2OSK26,0399230033,{'Format:': ' Paperback'},VLH3,I read this to my three year old preschool class when we were studying the letter Gg and we also talked about the zoo.,Story Time,1359676800,,,0.3,4.0,"Good Night, Gorilla"
10497,0.141,0.686,0.173,0.3208,5.0,False,"05 11, 2009",A21SC7VK1195WU,0399230033,{'Format:': ' Board book'},Genevieve G. Marshall,"Our girls never tire of this classic, which could be bad news for Mom and Dad if it weren't such a cute story.  Perfect for young kids, and still fun on the 101st reading!",One of our most popular!,1242000000,,,0.3,4.0,"Good Night, Gorilla"
10333,0.0,0.758,0.242,0.4939,5.0,True,"08 21, 2014",A350ISE8PLU70G,0399230033,{'Format:': ' Board book'},Shawnee,We've gone through 4 or 5 copies. That pretty much says it all.,That pretty much says it all,1408579200,,,0.5,4.0,"Good Night, Gorilla"
10322,0.0,0.385,0.615,0.4926,5.0,True,"09 19, 2014",A2G3ZQASQY7F1J,0399230033,{'Format:': ' Board book'},LilaS,Good kids book!,Kids will love it!,1411084800,,,0.5,4.0,"Good Night, Gorilla"
